eps11,eps22,eps33,eps12,eps13,eps23,sig11,sig22,sig33,sig12,sig13,sig23,loading_cases
0.15984416,-0.06483821,-0.06483986,-9.02E-17,2.25E-16,1.7E-10,203.2315,9.424538,9.453588,2.83E-12,-5.53E-12,-1.7E-09,1
0.1601335,-0.06492619,-0.06492944,-2.53E-16,2.94E-16,4.15E-10,203.70076,9.467892,9.496949,7.96E-12,-7.36E-12,4.05E-10,1
0.16058923,-0.065058455,-0.06506233,7.52E-16,-7.5E-16,-9.45E-11,204.40535,9.532935,9.562296,-2.35E-11,1.79E-11,1.07E-09,1
0.16124876,-0.06526076,-0.0652619,-2.16E-15,-2.32E-15,-5.26E-10,205.46358,9.62985,9.660022,6.85E-11,5.82E-11,-6.43E-11,1
0.1622529,-0.06556088,-0.0655643,-3.6E-15,-3.21E-15,-4.75E-12,207.04626,9.775527,9.805724,1.14E-10,8.13E-11,-7.5E-10,1
0.16375093,-0.06601501,-0.06601619,1.36E-15,8.26E-15,1.24E-10,209.18149,9.992255,10.022942,-4.84E-11,-2.05E-10,-1.23E-09,1
0.1660042,-0.06668995,-0.0666936,3.45E-15,-4.42E-14,-5.99E-10,212.38115,10.31552,10.346634,-1.12E-10,1.05E-09,-8.09E-11,1
0.16937949,-0.067709774,-0.067711666,3.15E-15,5.46E-15,-5.79E-10,217.1817,10.793589,10.826642,-9.78E-11,-1.03E-10,3.16E-09,1
0.174445,-0.069234334,-0.0692366,1.27E-13,-6.86E-14,-8.51E-10,224.02548,11.498004,11.533261,-3.82E-09,1.49E-09,5.16E-09,1
0.18204136,-0.07152008,-0.07152323,-5.36E-13,2.97E-13,9.89E-10,233.51234,12.526957,12.564214,1.55E-08,-6.41E-09,-1.18E-08,1
0.19343336,-0.07495318,-0.074956514,5.46E-13,1.47E-13,5.9E-10,245.6995,14.00506,14.046396,-1.49E-08,-3.43E-09,4.08E-08,1
0.2105273,-0.08010172,-0.080106534,-9.68E-13,-5.24E-13,-2.09E-09,260.4796,16.078268,16.124441,2.43E-08,1.07E-08,1.78E-08,1
0.23616177,-0.087830946,-0.087831095,-1.71E-12,4.62E-12,2.47E-09,282.4437,18.867329,18.920263,4.01E-08,-7.36E-08,-1.42E-07,1
0.2471645,-0.09114815,-0.09115086,1.09E-12,1.56E-13,-7.45E-10,291.79208,19.94608,20.002138,-2.29E-08,-2.61E-09,3.47E-08,1
0.25111103,-0.09245123,-0.092455216,-1.04E-17,6.79E-17,-9.38E-10,292.1984,20.273808,20.328419,1.33E-13,-7.94E-13,-4.36E-09,1
0.2511969,-0.09247088,-0.09247756,-2.09E-16,-5.13E-16,4.54E-10,292.28992,20.289673,20.345484,2.77E-12,5.25E-12,1.75E-09,1
0.25134197,-0.09250527,-0.092514925,4.11E-18,6.58E-17,-2.72E-10,292.42157,20.313253,20.369253,-4.39E-14,-7.68E-13,-3.21E-09,1
0.25155258,-0.09256428,-0.092568055,-1.72E-16,6.53E-16,-1.23E-09,292.61417,20.350088,20.405806,2.28E-12,-6.97E-12,1.73E-09,1
0.25187105,-0.09263962,-0.092644155,-2.47E-16,1.67E-16,-3.48E-10,292.9072,20.404192,20.46018,3.4E-12,-1.67E-12,5.4E-09,1
0.2523553,-0.09275885,-0.09276594,-9.73E-16,-7.44E-16,-9.01E-11,293.3454,20.485842,20.542171,1.29E-11,8.33E-12,-2.24E-09,1
0.25306737,-0.092940524,-0.09294612,-2.34E-15,-1.76E-15,-5.02E-11,294.0018,20.607214,20.66295,3.1E-11,1.62E-11,5.83E-09,1
0.25414857,-0.09321048,-0.09321625,8.65E-15,-3.26E-14,-1.1E-09,294.98438,20.78961,20.84614,-1.18E-10,3.37E-10,2.84E-09,1
0.25576758,-0.09361429,-0.09362028,1.86E-14,9.33E-15,-2.28E-10,296.45514,21.062428,21.119495,-2.48E-10,-9.47E-11,3E-09,1
0.25819868,-0.094220445,-0.09422606,5.4E-16,-4.46E-14,5.43E-10,298.66467,21.466816,21.527054,-5.13E-12,4.55E-10,2.23E-09,1
0.26182976,-0.095128246,-0.09514039,-3.91E-14,-1.59E-14,4.25E-10,301.97577,22.072924,22.131655,5.06E-10,1.6E-10,-1.64E-09,1
0.26729825,-0.09649606,-0.09650256,-3.28E-14,-3.38E-13,-3.69E-10,306.94754,22.96602,23.027866,4.42E-10,3.3E-09,-8.54E-09,1
0.27547848,-0.098542005,-0.09854992,-3.03E-13,2.49E-13,4.45E-10,314.37823,24.280148,24.344032,3.66E-09,-2.37E-09,2.55E-08,1
0.28778157,-0.10161674,-0.10162493,-7.6E-13,-8.05E-13,2.53E-11,325.48514,26.188345,26.257107,8.75E-09,7.26E-09,-2.09E-08,1
0.30622008,-0.10622598,-0.10623936,1.96E-13,2.6E-12,-4.47E-09,342.09003,28.915054,28.988409,-2.19E-09,-2.16E-08,-5.87E-08,1
0.3338576,-0.11315022,-0.11315839,-1.11E-13,5.45E-12,-4.81E-09,366.83975,32.70066,32.781666,2.99E-09,-4.12E-08,4.75E-08,1
0.34572518,-0.11612127,-0.116131574,2.37E-12,-2.67E-12,-5.08E-10,377.4063,34.212814,34.296467,-2.43E-08,2.06E-08,5.88E-09,1
0.352688,-0.11816418,-0.118175365,4.87E-18,3.67E-16,-1.98E-09,378.209,34.910263,34.99504,-6.76E-14,-2.1E-12,2.88E-09,1
0.3527884,-0.11818618,-0.11819604,-8.68E-16,5.01E-16,-6.39E-10,378.3126,34.929684,35.01396,6.33E-12,-2.96E-12,3.76E-09,1
0.352933,-0.11821284,-0.11822291,1.89E-17,-3.12E-16,-7.89E-10,378.45023,34.957848,35.04224,-1.44E-13,1.82E-12,3.78E-09,1
0.35315853,-0.118264265,-0.118272826,-2.09E-16,-5.69E-16,1.88E-09,378.66785,35.001163,35.08441,1.38E-12,3.18E-12,-7.17E-09,1
0.35349873,-0.11833221,-0.11834281,-9.15E-17,-2.76E-16,-2.5E-09,378.97873,35.067368,35.15067,7.92E-13,1.4E-12,8.79E-10,1
0.354019,-0.11844483,-0.118452676,-1.21E-15,-1.47E-15,1.44E-09,379.47458,35.16285,35.24954,8.99E-12,8.72E-12,2E-10,1
0.35480458,-0.11860212,-0.11861259,-4.73E-16,2.86E-16,-9.55E-12,380.20404,35.306213,35.392815,2.82E-12,-9.01E-13,-5.37E-10,1
0.35595718,-0.11885094,-0.11885804,6.16E-15,5.94E-15,-7.97E-11,381.28967,35.524006,35.609894,-4.52E-11,-3.52E-11,-3.51E-09,1
0.35771084,-0.11921001,-0.11921972,-1.73E-14,6.44E-15,-9.07E-10,382.93063,35.848568,35.933273,1.21E-10,-4.26E-11,2.76E-09,1
0.36033183,-0.11976021,-0.11977007,2.48E-14,5.75E-14,2.06E-09,385.38635,36.33293,36.418106,-1.79E-10,-3.17E-10,-9.95E-09,1
0.36426097,-0.12057683,-0.12059072,4.55E-14,-2.35E-14,-1.57E-09,389.05093,37.051178,37.13905,-3.55E-10,1.08E-10,-1.04E-09,1
0.37015784,-0.12180849,-0.12182127,-4.01E-13,-6.88E-13,1.88E-09,394.57474,38.12063,38.21039,2.81E-09,3.73E-09,6.27E-09,1
0.37899727,-0.12365859,-0.123667285,2.85E-13,1.07E-12,-4.31E-10,402.83896,39.69704,39.789677,-2.06E-09,-5.7E-09,-3.74E-09,1
0.3922543,-0.12643126,-0.12643932,3.89E-13,-6.18E-13,3.94E-09,415.21628,42.004158,42.10086,-2.8E-09,3.65E-09,4.34E-09,1
0.41215315,-0.1305948,-0.13060133,3.15E-12,2.3E-12,-2.84E-09,433.73492,45.334774,45.43546,-2.11E-08,-1.12E-08,1.17E-09,1
0.4420029,-0.13684613,-0.13685331,-1.34E-12,-9.89E-12,6.34E-10,461.4422,50.040344,50.147224,8.22E-09,4.33E-08,1.23E-07,1
0.454799,-0.13952997,-0.13953622,-2.45E-12,9.74E-13,-4.66E-09,473.27408,51.952045,52.061478,1.51E-08,-4.04E-09,-3.48E-09,1
0.4654983,-0.14232227,-0.1423306,-5.06E-16,-6.76E-16,-4.13E-10,474.60028,53.182743,53.293545,2.41E-12,2.47E-12,-1.09E-09,1
0.46560076,-0.14234088,-0.14234929,-9.42E-17,-5.28E-16,9.92E-10,474.7313,53.206547,53.315697,4.58E-13,1.87E-12,-3.76E-09,1
0.46578074,-0.1423707,-0.14237551,1.8E-17,5.39E-17,-1.96E-09,474.89307,53.23668,53.34963,-7.52E-14,-1.79E-13,-1.08E-08,1
0.4660212,-0.14241228,-0.14242056,2.4E-16,1.86E-16,-1.36E-09,475.11948,53.287334,53.39964,-1.03E-12,-6.2E-13,-3.74E-09,1
0.46639618,-0.14247905,-0.14248753,-6.3E-16,-6.66E-16,-6.3E-10,475.48807,53.361755,53.47241,3.02E-12,2.46E-12,-2.48E-09,1
0.4669444,-0.14257371,-0.14258257,3.07E-17,2.23E-15,-1.41E-09,476.02103,53.471893,53.5852,-2.77E-13,-8.15E-12,7.53E-09,1
0.4677939,-0.14272648,-0.14272875,-1.16E-14,-5.1E-15,-7.28E-10,476.8051,53.640015,53.750774,5.31E-11,1.74E-11,-7.29E-09,1
0.46905488,-0.14294587,-0.1429481,-3.07E-14,-1.05E-14,2.21E-09,478.03766,53.887825,54.001213,1.43E-10,3.85E-11,9.56E-09,1
0.47093484,-0.1432715,-0.1432834,2.54E-14,-6.85E-15,-1.75E-09,479.84598,54.262783,54.37394,-1.2E-10,2.05E-11,-1.5E-10,1
0.4737678,-0.14377312,-0.1437769,-2.51E-14,-1.25E-13,2.26E-09,482.55664,54.818577,54.93135,1.12E-10,4.5E-10,-2.69E-09,1
0.47800443,-0.14451161,-0.14452095,-2.28E-13,7.56E-14,2.27E-10,486.62415,55.651207,55.765522,1.04E-09,-2.81E-10,-1.81E-09,1
0.48438463,-0.14562954,-0.14563091,-3.01E-14,-2.16E-13,-2.9E-09,492.7286,56.884876,57.001644,1.27E-10,7.31E-10,1.9E-09,1
0.493905,-0.14730982,-0.14731097,6.22E-13,1.25E-12,2.41E-09,501.88574,58.71372,58.832405,-2.72E-09,-4.34E-09,-1.3E-09,1
0.5082262,-0.14982791,-0.14982867,-1.08E-12,-1.5E-12,-4.74E-09,515.6023,61.399998,61.521553,4.67E-09,4.82E-09,7.03E-09,1
0.5296959,-0.15360762,-0.1536055,-3.32E-12,-6.04E-13,7.42E-09,536.17993,65.30458,65.43277,1.45E-08,2.35E-09,-1.88E-08,1
0.5619263,-0.15928845,-0.15927596,-7.18E-12,-1.4E-12,-4.07E-09,566.9818,70.878174,71.01352,2.86E-08,4.26E-09,-9.33E-09,1
0.5757334,-0.16173786,-0.16171199,2.04E-13,-4.5E-12,-2.02E-09,580.18964,73.16971,73.30458,-8.67E-10,1.39E-08,1.07E-08,1
0.59085727,-0.16526149,-0.16523926,1.31E-16,-3.44E-16,-2.21E-09,582.26,75.10452,75.23589,-4.7E-13,8.1E-13,1.37E-09,1
0.59098756,-0.16528277,-0.16526121,-1.37E-16,-6.58E-17,1.13E-10,582.3831,75.12547,75.259224,4.49E-13,1.14E-13,2.73E-09,1
0.5911599,-0.16530395,-0.16528763,-1.76E-16,-1.7E-17,8.02E-10,582.5631,75.16336,75.29875,5.57E-13,3.23E-14,-4.62E-09,1
0.5914288,-0.16533963,-0.16532615,-1.66E-16,-1.05E-15,3.33E-10,582.7989,75.21948,75.35616,5.05E-13,2.64E-12,1.7E-09,1
0.5918574,-0.16540498,-0.1653896,7.98E-17,1.85E-15,8.4E-10,583.18524,75.30405,75.438805,-1.97E-13,-4.66E-12,-2.79E-09,1
0.5924436,-0.16549626,-0.16548082,1.15E-15,1.43E-15,2.52E-09,583.7852,75.427826,75.565094,-3.61E-12,-3.41E-12,6.84E-09,1
0.59334654,-0.16562556,-0.16560522,-8.78E-16,-2.15E-15,4.1E-09,584.68536,75.61684,75.75214,2.41E-12,5.88E-12,-4.1E-09,1
0.5947129,-0.16582327,-0.16580725,-1.5E-14,2.55E-14,-4.74E-09,586.0087,75.895584,76.03144,4.85E-11,-6.6E-11,-1.31E-08,1
0.5967545,-0.1661303,-0.16610722,6.41E-14,-2.92E-16,7.23E-09,588.01843,76.31942,76.45535,-2.12E-10,1.79E-12,1.93E-10,1
0.59978056,-0.16658083,-0.1665641,5.53E-14,8.47E-14,1.79E-09,591.0035,76.9452,77.083755,-1.81E-10,-2.14E-10,-6.66E-09,1
0.60438037,-0.16726348,-0.16723664,-6.63E-14,-5.65E-14,-1.69E-09,595.4965,77.88673,78.02597,2.09E-10,1.64E-10,5.37E-09,1
0.61124617,-0.16827722,-0.16824634,2.26E-13,9.79E-14,-3.16E-09,602.2259,79.282074,79.42546,-7.33E-10,-1.92E-10,5.19E-09,1
0.62154436,-0.16981691,-0.16977859,7.96E-13,1.56E-13,2.15E-09,612.33453,81.356094,81.499855,-2.6E-09,-3.98E-10,6.67E-09,1
0.63700104,-0.17210746,-0.17207058,4.56E-13,1.28E-12,-3.43E-09,627.4856,84.41047,84.55549,-1.6E-09,-3.12E-09,-4.6E-09,1
0.6601876,-0.17556235,-0.17551291,2.91E-13,5E-13,-9.21E-10,650.23883,88.87069,89.0193,-9.5E-10,-1.14E-09,2.51E-08,1
0.69499743,-0.18075335,-0.1806955,6.35E-12,2.33E-12,-5.84E-09,684.4243,95.29439,95.44795,-1.87E-08,-4.68E-09,-8.65E-09,1
0.70988905,-0.18299577,-0.18291888,-3.95E-12,-6.17E-13,1.42E-08,699.0837,97.94853,98.10789,1.17E-08,1.73E-09,-9.05E-08,1
0.73011273,-0.18722847,-0.18714984,5.29E-17,3.6E-16,-1.12E-09,702.02264,100.74886,100.90761,-1.81E-13,-6.79E-13,-1.05E-08,1
0.7302508,-0.18724288,-0.18716228,-2.66E-16,2.98E-17,-9.66E-10,702.14874,100.77487,100.93437,6.72E-13,-7.73E-14,-7.68E-09,1
0.7304384,-0.187268,-0.18718508,-8.56E-17,-9.66E-17,-3.42E-10,702.3434,100.81629,100.97495,1.11E-13,1.45E-13,-7.97E-09,1
0.7307111,-0.18729974,-0.18722413,-4.19E-16,8.42E-16,1.26E-11,702.6393,100.878845,101.03484,1.11E-12,-1.62E-12,-1.17E-08,1
0.73115,-0.18735023,-0.18728724,-1.77E-15,1.47E-15,-1.37E-09,703.07056,100.97159,101.12824,4.44E-12,-2.84E-12,8.38E-09,1
0.73180896,-0.18743491,-0.18736151,5.27E-15,-1.13E-15,-6.28E-09,703.72076,101.11183,101.26784,-1.29E-11,2.5E-12,1.03E-08,1
0.7327797,-0.18756665,-0.18748608,-1.15E-14,-5.41E-16,-3.29E-09,704.6953,101.31983,101.47888,2.79E-11,8.44E-13,3.63E-09,1
0.7342556,-0.18774255,-0.18766826,-1.64E-14,-1.81E-15,-2.03E-09,706.172,101.634735,101.78863,4.08E-11,1.92E-12,-2.97E-09,1
0.7364586,-0.1880185,-0.18794541,-2.94E-14,-6.31E-14,2.44E-10,708.3522,102.0995,102.26089,7.17E-11,1.22E-10,1.78E-08,1
0.7397554,-0.18843818,-0.18835258,-3.62E-14,-6.72E-14,-4.82E-09,711.66016,102.80237,102.96077,8.82E-11,1.34E-10,6.61E-09,1
0.74468404,-0.18905322,-0.18897794,-3.88E-14,-1.58E-13,-6.19E-10,716.6071,103.84964,104.00725,8.92E-11,2.98E-10,1.39E-08,1
0.7521078,-0.18998578,-0.18990123,-9.34E-14,3.86E-13,1.01E-10,724.02545,105.40713,105.56863,2.13E-10,-7.63E-10,1.7E-08,1
0.7632116,-0.19139327,-0.19129613,2.7E-13,1.15E-12,1.45E-08,735.1379,107.72157,107.88168,-6.73E-10,-2.1E-09,5.12E-09,1
0.7799332,-0.19350173,-0.19339103,1.17E-13,-4.42E-12,-2.01E-09,751.8638,111.142914,111.30371,-2.55E-10,8.12E-09,-2.9E-08,1
0.8049425,-0.19666657,-0.19654512,-6.84E-13,-4.54E-12,5.24E-09,776.97736,116.152885,116.32448,1.53E-09,8.19E-09,2.39E-08,1
0.84247154,-0.20144825,-0.2012822,-8.07E-12,-6.8E-12,-7.34E-09,814.73425,123.409294,123.58273,1.8E-08,1.16E-08,4.04E-08,1
0.8585608,-0.20349452,-0.20332313,-2.29E-12,2.35E-12,-9.4E-10,830.95105,126.4265,126.600746,5.05E-09,-4.03E-09,-1.02E-08,1
0.8845132,-0.20839788,-0.20822412,-2.04E-16,1.27E-16,1.47E-09,834.9707,130.2608,130.42754,4.57E-13,-2.85E-13,1.19E-08,1
0.8846613,-0.20841156,-0.20823787,5.29E-16,-3.63E-16,8.26E-10,835.10913,130.29082,130.45813,-1.22E-12,4.11E-13,2.03E-08,1
0.88487643,-0.20843726,-0.20826127,-5.18E-16,-2.61E-16,4.79E-09,835.30786,130.33426,130.50488,9.37E-13,4.04E-13,3.09E-09,1
0.88518393,-0.20847103,-0.20829728,-5.93E-16,4.24E-17,-4E-09,835.6244,130.4007,130.57164,1.19E-12,-1.06E-13,9.73E-09,1
0.8856415,-0.20852375,-0.20834461,8.49E-16,2.31E-15,-3.54E-10,836.0939,130.50035,130.67917,-1.48E-12,-3.46E-12,8.69E-09,1
0.886331,-0.20858836,-0.20841463,8.1E-16,2.45E-15,2.89E-09,836.8217,130.65593,130.8324,-1.75E-12,-3.77E-12,-9.17E-09,1
0.88738203,-0.20870255,-0.20853187,-5.44E-15,-1.83E-14,5.35E-10,837.88556,130.88345,131.06142,1.02E-11,2.78E-11,-1.99E-09,1
0.8889755,-0.20887192,-0.20869403,9.75E-15,4.84E-15,1.13E-09,839.5135,131.22841,131.40814,-1.87E-11,-7.2E-12,4.25E-09,1
0.8913482,-0.20913133,-0.2089453,1.94E-14,4.6E-14,4.69E-10,841.9129,131.74384,131.92178,-3.58E-11,-6.8E-11,2.33E-08,1
0.89492744,-0.20951194,-0.20933084,6.48E-14,-2.19E-14,3.15E-09,845.51807,132.5186,132.69846,-1.21E-10,3.02E-11,-1.31E-08,1
0.90024716,-0.21008042,-0.20989336,1.02E-13,-4.65E-13,3.2E-09,850.9576,133.66934,133.84901,-2E-10,6.96E-10,7.78E-10,1
0.90825236,-0.21093927,-0.21074447,7.82E-13,1.27E-13,5.47E-09,859.1394,135.38809,135.56367,-1.47E-09,-1.71E-10,-6.14E-09,1
0.9202562,-0.21223615,-0.21201703,8.28E-13,2.04E-12,1.89E-09,871.36475,137.9534,138.13507,-1.57E-09,-2.82E-09,4.16E-09,1
0.9382371,-0.21416973,-0.21394067,-6.41E-13,-2.47E-13,-1.12E-08,889.7673,141.7353,141.92401,1.14E-09,5.13E-10,2.26E-08,1
0.9652551,-0.21709095,-0.21682858,-3.76E-12,2.91E-12,-3.48E-09,917.4137,147.29912,147.48389,6.92E-09,-4.14E-09,3.65E-08,1
1.0057168,-0.22149447,-0.22118594,-9.39E-12,-7.19E-12,3.78E-09,959.01746,155.39085,155.57898,1.75E-08,1.01E-08,-5.18E-08,1
1.0230918,-0.22339065,-0.22306204,2.12E-12,3.24E-14,-1.03E-08,976.92596,158.77057,158.9668,-3.88E-09,-2.19E-10,-1.68E-08,1
1.0554221,-0.2289227,-0.22858301,-1.97E-16,1.8E-16,2.16E-09,982.1177,163.79492,163.99217,3.85E-13,-2.95E-13,1.75E-09,1
1.0555611,-0.22893669,-0.22860117,1.86E-15,1.23E-15,7.37E-09,982.2718,163.83008,164.02641,-2.91E-12,-1.53E-12,2.42E-09,1
1.0558022,-0.22895439,-0.2286206,-6.13E-16,-4.52E-17,-1.31E-09,982.51984,163.87622,164.0762,8.72E-13,3.04E-14,8.16E-09,1
1.0561045,-0.22899185,-0.22865064,-1.48E-16,-8.26E-16,-8.03E-09,982.88153,163.9541,164.1473,2.62E-13,1E-12,1E-08,1
1.0566359,-0.2290337,-0.22869162,-2.03E-15,-2.41E-15,-2.12E-09,983.35895,164.07404,164.2528,3.08E-12,2.91E-12,-4.27E-09,1
1.0573964,-0.22910368,-0.22876671,6.02E-16,-1.14E-15,1.3E-08,984.1845,164.2324,164.43102,-8.07E-13,1.35E-12,8.23E-09,1
1.0585383,-0.22920927,-0.22886543,-1.32E-14,-4.36E-15,-8.21E-09,985.3456,164.48347,164.67291,2.09E-11,4.4E-12,-1.06E-09,1
1.0602387,-0.22936396,-0.22901943,1.66E-15,-5.76E-16,-3.12E-09,987.1248,164.86304,165.051,-2.19E-12,7.04E-13,9.78E-09,1
1.0628234,-0.22959976,-0.22925243,9.66E-15,6.88E-14,1.23E-09,989.76385,165.42348,165.62375,-1.47E-11,-8.14E-11,1.51E-09,1
1.0666316,-0.22994995,-0.2296002,4.77E-14,7.41E-14,1.66E-09,993.7343,166.27345,166.46835,-7.29E-11,-8.91E-11,3.14E-09,1
1.0724243,-0.2304822,-0.23012088,2.93E-13,-5.63E-14,-5.94E-09,999.6837,167.5375,167.72946,-4.56E-10,6.75E-11,-1.26E-08,1
1.080979,-0.23127031,-0.23089898,-2.12E-13,5.9E-14,3.02E-09,1008.62994,169.423,169.61522,3.49E-10,-8.37E-11,3.17E-09,1
1.0939088,-0.23246102,-0.23207621,-8.45E-14,1.01E-12,-2.02E-09,1022.06415,172.22375,172.41962,1.55E-10,-1.19E-09,1.49E-09,1
1.113338,-0.23426105,-0.233838,1.27E-12,4.63E-13,4.47E-09,1042.2489,176.38766,176.57916,-1.97E-09,-4.47E-10,6.09E-09,1
1.1424516,-0.23695973,-0.23649053,-1.4E-12,-9.23E-12,-4.2E-09,1072.6633,182.50504,182.70813,2.18E-09,1.07E-08,-4.92E-08,1
